醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,50,3,0,0,否,2026-02-20 11:37:52
台大兒醫,0,0,0,0,否,2026-02-20 11:37:52
三總,25,0,0,6,否,2026-02-20 11:37:52
北榮,3,2,0,1,否,2026-02-20 11:37:52
台北國泰,5,2,0,2,否,2026-02-20 11:37:52
台北馬偕,21,1,0,0,否,2026-02-20 11:37:52
馬偕兒醫,-,-,-,-,否,2026-02-20 11:37:52
新光,1,0,0,0,否,2026-02-20 11:37:52
亞東,23,6,21,0,是,2026-02-20 11:37:52
台北慈濟,7,1,0,1,否,2026-02-20 11:37:52
淡水馬偕,12,6,0,2,否,2026-02-20 11:37:52
萬芳,9,2,0,0,否,2026-02-20 11:37:52
部立雙和,7,6,0,0,否,2026-02-20 11:37:52
臺大新竹,14,1,4,0,是,2026-02-20 11:37:52
林口長庚,82,12,0,6,否,2026-02-20 11:37:52
中榮,10,0,0,2,否,2026-02-20 11:37:53
彰基,0,1,0,0,否,2026-02-20 11:37:53
彰基兒醫,-,-,-,-,否,2026-02-20 11:37:53
中國兒醫,-,-,-,-,否,2026-02-20 11:37:53
中山附醫,7,1,0,0,否,2026-02-20 11:37:53
中國附醫,35,7,0,3,否,2026-02-20 11:37:53
成大,25,3,0,1,否,2026-02-20 11:37:53
永康奇美,8,5,0,0,否,2026-02-20 11:37:53
高雄榮總,18,0,0,1,否,2026-02-20 11:37:53
高雄長庚,52,1,0,8,否,2026-02-20 11:37:53
義大醫院,10,1,0,1,否,2026-02-20 11:37:53
高醫,11,0,0,2,否,2026-02-20 11:37:53
花蓮慈濟,13,2,0,0,否,2026-02-20 11:37:53
