醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,35,1,0,0,否,2026-02-20 03:28:18
台大兒醫,0,0,0,0,否,2026-02-20 03:28:18
三總,17,1,0,6,否,2026-02-20 03:28:18
北榮,23,3,0,1,否,2026-02-20 03:28:18
台北國泰,4,1,0,2,否,2026-02-20 03:28:18
台北馬偕,24,4,0,1,否,2026-02-20 03:28:18
馬偕兒醫,-,-,-,-,否,2026-02-20 03:28:18
新光,17,0,0,0,否,2026-02-20 03:28:18
亞東,21,6,24,1,是,2026-02-20 03:28:18
台北慈濟,10,3,0,1,否,2026-02-20 03:28:18
淡水馬偕,6,4,0,1,否,2026-02-20 03:28:18
萬芳,5,5,0,1,否,2026-02-20 03:28:18
部立雙和,8,4,0,0,否,2026-02-20 03:28:18
臺大新竹,19,0,0,0,否,2026-02-20 03:28:18
林口長庚,77,10,0,5,否,2026-02-20 03:28:18
中榮,5,0,0,1,否,2026-02-20 03:28:18
彰基,0,4,0,1,否,2026-02-20 03:28:18
彰基兒醫,-,-,-,-,否,2026-02-20 03:28:18
中國兒醫,-,-,-,-,否,2026-02-20 03:28:19
中山附醫,17,2,0,1,否,2026-02-20 03:28:19
中國附醫,30,10,0,1,否,2026-02-20 03:28:19
成大,40,9,5,5,是,2026-02-20 03:28:19
永康奇美,12,3,0,0,否,2026-02-20 03:28:19
高雄榮總,17,2,0,3,否,2026-02-20 03:28:19
高雄長庚,50,4,0,8,否,2026-02-20 03:28:19
義大醫院,4,0,0,0,否,2026-02-20 03:28:19
高醫,24,2,0,3,否,2026-02-20 03:28:19
花蓮慈濟,15,1,0,0,否,2026-02-20 03:28:19
