醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,48,3,0,1,否,2026-02-21 08:19:36
台大兒醫,0,0,0,0,否,2026-02-21 08:19:37
三總,20,4,0,4,否,2026-02-21 08:19:37
北榮,6,0,0,2,否,2026-02-21 08:19:37
台北國泰,5,1,0,2,否,2026-02-21 08:19:37
台北馬偕,24,3,0,1,否,2026-02-21 08:19:37
馬偕兒醫,-,-,-,-,否,2026-02-21 08:19:37
新光,3,4,0,0,否,2026-02-21 08:19:37
亞東,16,3,17,2,是,2026-02-21 08:19:37
台北慈濟,1,1,0,1,否,2026-02-21 08:19:37
淡水馬偕,9,1,0,3,否,2026-02-21 08:19:37
萬芳,4,2,0,1,否,2026-02-21 08:19:37
部立雙和,10,4,0,1,否,2026-02-21 08:19:37
臺大新竹,16,2,0,0,否,2026-02-21 08:19:37
林口長庚,75,10,0,6,否,2026-02-21 08:19:37
中榮,3,1,0,3,否,2026-02-21 08:19:37
彰基,0,1,0,1,否,2026-02-21 08:19:37
彰基兒醫,-,-,-,-,否,2026-02-21 08:19:37
中國兒醫,-,-,-,-,否,2026-02-21 08:19:37
中山附醫,10,1,0,1,否,2026-02-21 08:19:37
中國附醫,43,6,0,3,否,2026-02-21 08:19:37
成大,31,2,0,4,否,2026-02-21 08:19:37
永康奇美,13,5,0,1,否,2026-02-21 08:19:37
高雄榮總,21,3,0,0,否,2026-02-21 08:19:37
高雄長庚,63,0,0,5,否,2026-02-21 08:19:37
義大醫院,13,0,0,0,否,2026-02-21 08:19:37
高醫,5,4,0,1,否,2026-02-21 08:19:37
花蓮慈濟,19,0,0,0,否,2026-02-21 08:19:37
