醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,55,0,0,1,否,2026-02-19 03:32:16
台大兒醫,0,0,0,0,否,2026-02-19 03:32:16
三總,10,2,0,3,否,2026-02-19 03:32:16
北榮,19,2,0,3,否,2026-02-19 03:32:16
台北國泰,0,1,0,0,否,2026-02-19 03:32:16
台北馬偕,13,6,0,2,否,2026-02-19 03:32:16
馬偕兒醫,-,-,-,-,否,2026-02-19 03:32:16
新光,2,2,0,0,否,2026-02-19 03:32:16
亞東,20,3,17,1,否,2026-02-19 03:32:16
台北慈濟,10,4,0,0,否,2026-02-19 03:32:16
淡水馬偕,14,5,0,6,否,2026-02-19 03:32:16
萬芳,6,7,0,1,否,2026-02-19 03:32:16
部立雙和,4,2,0,0,否,2026-02-19 03:32:16
臺大新竹,15,1,0,0,否,2026-02-19 03:32:16
林口長庚,69,23,0,5,否,2026-02-19 03:32:17
中榮,3,0,0,2,否,2026-02-19 03:32:17
彰基,0,3,0,2,否,2026-02-19 03:32:17
彰基兒醫,-,-,-,-,否,2026-02-19 03:32:17
中國兒醫,-,-,-,-,否,2026-02-19 03:32:17
中山附醫,9,3,0,0,否,2026-02-19 03:32:17
中國附醫,39,13,0,5,否,2026-02-19 03:32:17
成大,34,8,5,2,否,2026-02-19 03:32:17
永康奇美,2,7,0,1,否,2026-02-19 03:32:17
高雄榮總,23,4,0,0,否,2026-02-19 03:32:17
高雄長庚,28,3,0,8,否,2026-02-19 03:32:17
義大醫院,0,0,0,0,否,2026-02-19 03:32:17
高醫,27,2,0,5,否,2026-02-19 03:32:17
花蓮慈濟,14,1,0,0,否,2026-02-19 03:32:17
