醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,41,3,0,1,否,2026-02-19 08:32:51
台大兒醫,0,0,0,0,否,2026-02-19 08:32:51
三總,14,1,0,2,否,2026-02-19 08:32:52
北榮,5,0,0,0,否,2026-02-19 08:32:52
台北國泰,1,2,0,0,否,2026-02-19 08:32:52
台北馬偕,12,14,0,1,否,2026-02-19 08:32:52
馬偕兒醫,-,-,-,-,否,2026-02-19 08:32:52
新光,0,2,0,0,否,2026-02-19 08:32:52
亞東,20,7,16,0,否,2026-02-19 08:32:52
台北慈濟,4,6,0,0,否,2026-02-19 08:32:52
淡水馬偕,12,4,0,7,否,2026-02-19 08:32:52
萬芳,2,1,0,0,否,2026-02-19 08:32:52
部立雙和,9,2,0,0,否,2026-02-19 08:32:52
臺大新竹,18,1,5,0,是,2026-02-19 08:32:52
林口長庚,62,9,0,4,否,2026-02-19 08:32:52
中榮,3,3,0,3,否,2026-02-19 08:32:52
彰基,0,3,0,3,否,2026-02-19 08:32:52
彰基兒醫,-,-,-,-,否,2026-02-19 08:32:52
中國兒醫,-,-,-,-,否,2026-02-19 08:32:52
中山附醫,1,5,0,0,否,2026-02-19 08:32:52
中國附醫,38,9,0,5,否,2026-02-19 08:32:52
成大,23,6,0,2,否,2026-02-19 08:32:52
永康奇美,3,5,0,0,否,2026-02-19 08:32:52
高雄榮總,5,3,0,1,否,2026-02-19 08:32:52
高雄長庚,31,7,0,6,否,2026-02-19 08:32:52
義大醫院,0,3,0,0,否,2026-02-19 08:32:52
高醫,29,2,0,1,否,2026-02-19 08:32:52
花蓮慈濟,4,2,0,0,否,2026-02-19 08:32:52
