醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,51,4,0,0,否,2026-02-18 08:34:24
台大兒醫,0,0,0,0,否,2026-02-18 08:34:24
三總,4,2,0,0,否,2026-02-18 08:34:24
北榮,2,1,0,0,否,2026-02-18 08:34:24
台北國泰,1,3,0,0,否,2026-02-18 08:34:24
台北馬偕,8,4,0,1,否,2026-02-18 08:34:24
馬偕兒醫,-,-,-,-,否,2026-02-18 08:34:24
新光,2,2,0,0,否,2026-02-18 08:34:24
亞東,17,14,22,0,否,2026-02-18 08:34:24
台北慈濟,3,3,0,1,否,2026-02-18 08:34:24
淡水馬偕,7,6,0,3,否,2026-02-18 08:34:24
萬芳,3,1,0,1,否,2026-02-18 08:34:24
部立雙和,7,4,0,0,否,2026-02-18 08:34:24
臺大新竹,5,0,0,0,否,2026-02-18 08:34:24
林口長庚,57,17,0,5,否,2026-02-18 08:34:24
中榮,3,0,0,1,否,2026-02-18 08:34:24
彰基,0,6,0,0,否,2026-02-18 08:34:24
彰基兒醫,-,-,-,-,否,2026-02-18 08:34:24
中國兒醫,-,-,-,-,否,2026-02-18 08:34:24
中山附醫,2,0,0,0,否,2026-02-18 08:34:24
中國附醫,19,9,0,2,否,2026-02-18 08:34:24
成大,29,7,3,2,否,2026-02-18 08:34:25
永康奇美,1,7,0,0,否,2026-02-18 08:34:25
高雄榮總,8,6,0,2,否,2026-02-18 08:34:25
高雄長庚,14,3,0,9,否,2026-02-18 08:34:25
義大醫院,3,5,0,1,否,2026-02-18 08:34:25
高醫,17,5,0,1,否,2026-02-18 08:34:25
花蓮慈濟,5,0,0,0,是,2026-02-18 08:34:25
