醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,50,1,0,0,否,2026-02-18 03:33:41
台大兒醫,0,0,0,0,否,2026-02-18 03:33:41
三總,6,0,0,2,否,2026-02-18 03:33:41
北榮,13,2,0,0,否,2026-02-18 03:33:41
台北國泰,0,0,0,0,否,2026-02-18 03:33:41
台北馬偕,8,4,0,1,否,2026-02-18 03:33:41
馬偕兒醫,-,-,-,-,否,2026-02-18 03:33:41
新光,2,2,0,0,否,2026-02-18 03:33:41
亞東,22,11,14,0,否,2026-02-18 03:33:42
台北慈濟,4,2,0,0,否,2026-02-18 03:33:42
淡水馬偕,7,5,0,4,否,2026-02-18 03:33:42
萬芳,7,6,0,0,否,2026-02-18 03:33:42
部立雙和,2,5,0,0,否,2026-02-18 03:33:42
臺大新竹,9,3,0,0,否,2026-02-18 03:33:42
林口長庚,68,10,0,4,否,2026-02-18 03:33:42
中榮,1,3,0,1,否,2026-02-18 03:33:42
彰基,0,9,0,2,否,2026-02-18 03:33:42
彰基兒醫,-,-,-,-,否,2026-02-18 03:33:42
中國兒醫,-,-,-,-,否,2026-02-18 03:33:42
中山附醫,6,1,0,0,否,2026-02-18 03:33:42
中國附醫,22,7,0,4,否,2026-02-18 03:33:42
成大,28,7,4,2,否,2026-02-18 03:33:42
永康奇美,3,8,0,0,否,2026-02-18 03:33:42
高雄榮總,4,5,0,2,否,2026-02-18 03:33:42
高雄長庚,10,10,0,7,否,2026-02-18 03:33:42
義大醫院,1,5,0,0,否,2026-02-18 03:33:42
高醫,20,6,0,3,否,2026-02-18 03:33:42
花蓮慈濟,13,0,0,1,是,2026-02-18 03:33:42
