醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,39,1,0,0,否,2026-02-17 08:34:22
台大兒醫,0,0,0,0,否,2026-02-17 08:34:22
三總,4,4,0,2,否,2026-02-17 08:34:22
北榮,3,3,0,1,否,2026-02-17 08:34:22
台北國泰,1,2,0,0,否,2026-02-17 08:34:22
台北馬偕,10,10,0,1,否,2026-02-17 08:34:22
馬偕兒醫,-,-,-,-,否,2026-02-17 08:34:22
新光,0,2,0,0,否,2026-02-17 08:34:22
亞東,4,6,19,0,否,2026-02-17 08:34:22
台北慈濟,3,3,0,0,否,2026-02-17 08:34:22
淡水馬偕,13,2,0,6,否,2026-02-17 08:34:22
萬芳,6,2,0,2,否,2026-02-17 08:34:22
部立雙和,3,2,0,0,否,2026-02-17 08:34:22
臺大新竹,6,0,0,0,否,2026-02-17 08:34:22
林口長庚,49,12,0,0,否,2026-02-17 08:34:22
中榮,7,0,0,2,否,2026-02-17 08:34:22
彰基,0,5,0,0,否,2026-02-17 08:34:22
彰基兒醫,-,-,-,-,否,2026-02-17 08:34:22
中國兒醫,-,-,-,-,否,2026-02-17 08:34:22
中山附醫,1,1,0,0,否,2026-02-17 08:34:23
中國附醫,18,8,0,2,否,2026-02-17 08:34:23
成大,30,2,0,2,否,2026-02-17 08:34:23
永康奇美,2,2,0,0,否,2026-02-17 08:34:23
高雄榮總,2,6,0,0,否,2026-02-17 08:34:23
高雄長庚,10,1,0,6,否,2026-02-17 08:34:23
義大醫院,2,0,0,1,否,2026-02-17 08:34:23
高醫,6,2,0,2,否,2026-02-17 08:34:23
花蓮慈濟,10,0,0,0,是,2026-02-17 08:34:23
