醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,59,1,0,0,否,2026-02-16 16:49:40
台大兒醫,0,0,0,0,否,2026-02-16 16:49:40
三總,5,2,0,0,否,2026-02-16 16:49:40
北榮,7,0,0,0,否,2026-02-16 16:49:40
台北國泰,1,0,0,1,否,2026-02-16 16:49:40
台北馬偕,5,4,0,2,否,2026-02-16 16:49:40
馬偕兒醫,-,-,-,-,否,2026-02-16 16:49:40
新光,0,0,0,0,否,2026-02-16 16:49:40
亞東,17,5,27,0,是,2026-02-16 16:49:40
台北慈濟,3,0,0,0,否,2026-02-16 16:49:40
淡水馬偕,5,3,0,1,否,2026-02-16 16:49:40
萬芳,4,0,0,0,否,2026-02-16 16:49:40
部立雙和,2,2,0,0,否,2026-02-16 16:49:40
臺大新竹,8,1,0,0,否,2026-02-16 16:49:40
林口長庚,42,4,0,7,否,2026-02-16 16:49:40
中榮,4,1,0,1,否,2026-02-16 16:49:40
彰基,3,2,0,0,否,2026-02-16 16:49:40
彰基兒醫,-,-,-,-,否,2026-02-16 16:49:40
中國兒醫,-,-,-,-,否,2026-02-16 16:49:40
中山附醫,2,1,0,0,否,2026-02-16 16:49:40
中國附醫,17,7,0,0,否,2026-02-16 16:49:40
成大,30,2,0,5,否,2026-02-16 16:49:40
永康奇美,4,6,0,0,否,2026-02-16 16:49:40
高雄榮總,8,3,0,0,否,2026-02-16 16:49:40
高雄長庚,5,0,0,4,否,2026-02-16 16:49:40
義大醫院,3,1,0,0,否,2026-02-16 16:49:40
高醫,9,4,0,3,否,2026-02-16 16:49:40
花蓮慈濟,4,0,0,1,是,2026-02-16 16:49:41
