醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,48,0,0,1,否,2026-02-17 02:16:56
台大兒醫,0,0,0,0,否,2026-02-17 02:16:56
三總,7,1,0,0,否,2026-02-17 02:16:56
北榮,13,1,0,2,否,2026-02-17 02:16:56
台北國泰,3,2,0,1,否,2026-02-17 02:16:56
台北馬偕,6,2,0,0,否,2026-02-17 02:16:56
馬偕兒醫,-,-,-,-,否,2026-02-17 02:16:56
新光,0,2,0,0,否,2026-02-17 02:16:56
亞東,14,10,21,1,否,2026-02-17 02:16:56
台北慈濟,3,2,0,2,否,2026-02-17 02:16:56
淡水馬偕,13,2,0,5,否,2026-02-17 02:16:56
萬芳,9,4,0,2,否,2026-02-17 02:16:56
部立雙和,5,1,0,1,否,2026-02-17 02:16:56
臺大新竹,7,0,0,0,否,2026-02-17 02:16:56
林口長庚,52,3,0,6,否,2026-02-17 02:16:56
中榮,2,3,0,0,否,2026-02-17 02:16:56
彰基,1,7,0,1,否,2026-02-17 02:16:56
彰基兒醫,-,-,-,-,否,2026-02-17 02:16:56
中國兒醫,-,-,-,-,否,2026-02-17 02:16:56
中山附醫,1,4,0,1,否,2026-02-17 02:16:56
中國附醫,22,6,0,1,否,2026-02-17 02:16:56
成大,30,7,3,4,否,2026-02-17 02:16:56
永康奇美,8,4,0,1,否,2026-02-17 02:16:57
高雄榮總,5,2,0,0,否,2026-02-17 02:16:57
高雄長庚,7,6,0,4,否,2026-02-17 02:16:57
義大醫院,1,0,0,0,否,2026-02-17 02:16:57
高醫,8,2,0,0,否,2026-02-17 02:16:57
花蓮慈濟,9,0,0,0,是,2026-02-17 02:16:57
