醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,47,0,0,1,否,2026-02-17 09:00:00
台大兒醫,0,0,0,0,否,2026-02-17 09:00:00
三總,9,0,0,0,否,2026-02-17 09:00:00
北榮,13,1,0,2,否,2026-02-17 09:00:00
台北國泰,3,2,0,1,否,2026-02-17 09:00:00
台北馬偕,6,1,0,0,否,2026-02-17 09:00:00
馬偕兒醫,-,-,-,-,否,2026-02-17 09:00:00
新光,0,2,0,0,否,2026-02-17 09:00:00
亞東,14,10,21,1,否,2026-02-17 09:00:00
台北慈濟,3,2,0,2,否,2026-02-17 09:00:00
淡水馬偕,13,2,0,5,否,2026-02-17 09:00:00
萬芳,9,4,0,2,否,2026-02-17 09:00:00
部立雙和,2,2,0,1,否,2026-02-17 09:00:00
臺大新竹,7,0,0,0,否,2026-02-17 09:00:00
林口長庚,52,3,0,6,否,2026-02-17 09:00:00
中榮,4,2,0,0,否,2026-02-17 09:00:00
彰基,1,7,0,1,否,2026-02-17 09:00:00
彰基兒醫,-,-,-,-,否,2026-02-17 09:00:00
中國兒醫,-,-,-,-,否,2026-02-17 09:00:00
中山附醫,1,4,0,1,否,2026-02-17 09:00:00
中國附醫,22,6,0,1,否,2026-02-17 09:00:00
成大,30,7,3,4,否,2026-02-17 09:00:00
永康奇美,9,1,0,1,否,2026-02-17 09:00:00
高雄榮總,5,1,0,0,否,2026-02-17 09:00:00
高雄長庚,7,2,0,4,否,2026-02-17 09:00:00
義大醫院,1,0,0,0,否,2026-02-17 09:00:00
高醫,8,2,0,0,否,2026-02-17 09:00:00
花蓮慈濟,9,0,0,0,是,2026-02-17 09:00:00
