醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,83,1,0,0,否,2026-02-22 03:31:46
台大兒醫,0,0,0,0,否,2026-02-22 03:31:46
三總,18,1,0,7,否,2026-02-22 03:31:46
北榮,17,2,0,1,否,2026-02-22 03:31:46
台北國泰,7,1,0,2,否,2026-02-22 03:31:47
台北馬偕,17,6,0,4,否,2026-02-22 03:31:47
馬偕兒醫,-,-,-,-,否,2026-02-22 03:31:47
新光,2,0,0,0,否,2026-02-22 03:31:47
亞東,31,6,14,2,否,2026-02-22 03:31:47
台北慈濟,1,3,0,0,否,2026-02-22 03:31:47
淡水馬偕,13,3,0,5,否,2026-02-22 03:31:47
萬芳,2,2,0,0,否,2026-02-22 03:31:47
部立雙和,10,2,0,1,否,2026-02-22 03:31:47
臺大新竹,18,0,0,0,否,2026-02-22 03:31:47
林口長庚,69,7,0,6,否,2026-02-22 03:31:47
中榮,5,0,0,3,否,2026-02-22 03:31:47
彰基,7,7,0,2,否,2026-02-22 03:31:47
彰基兒醫,-,-,-,-,否,2026-02-22 03:31:47
中國兒醫,-,-,-,-,否,2026-02-22 03:31:47
中山附醫,11,2,0,1,否,2026-02-22 03:31:47
中國附醫,14,6,0,3,否,2026-02-22 03:31:47
成大,29,6,0,2,否,2026-02-22 03:31:47
永康奇美,20,9,0,3,否,2026-02-22 03:31:47
高雄榮總,16,3,0,1,否,2026-02-22 03:31:47
高雄長庚,86,2,0,9,否,2026-02-22 03:31:47
義大醫院,19,5,0,4,否,2026-02-22 03:31:47
高醫,4,4,0,2,否,2026-02-22 03:31:47
花蓮慈濟,32,0,0,1,否,2026-02-22 03:31:47
